type,properties/@id,properties/amenity,properties/name,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/historic,properties/name:hi,properties/tourism,properties/memorial,properties/name:en,properties/reservation,properties/addr:city,properties/addr:postcode,properties/addr:street,properties/operator,properties/phone,properties/website,properties/created_by,properties/brand,properties/brand:wikidata,properties/cuisine,properties/diet:vegetarian,properties/outdoor_seating,properties/diet:vegan,properties/disused,properties/alt_name,properties/wheelchair,properties/wikidata,properties/wikimedia_commons,properties/wikipedia,properties/internet_access,properties/opening_hours,properties/ruins,properties/ele,properties/source:ele,properties/name:fa,properties/addr:country,properties/addr:housenumber,properties/addr:place,properties/email,properties/phone2,properties/phone3,properties/fax,properties/addr:block,properties/addr:streetname,properties/addr:suburb,properties/name:bn,properties/stars,properties/tables,properties/addr:state,properties/addr:housename,properties/takeaway,properties/internet_access:fee,properties/name:ru,properties/man_made,properties/name:es,properties/addr:unit,properties/contact:mobile,properties/level,properties/start_date,properties/check_date,properties/brand:pa,properties/brand:ur,properties/brand:wikipedia,properties/name:pa,properties/name:ur,properties/official_name,properties/official_name:pa,properties/official_name:ur,properties/survey:date,properties/contact:phone,properties/source:name,properties/indoor_seating,properties/panoramax,properties/service:electricity,properties/short_name,properties/toilets,properties/toilets:access,properties/toilets:wheelchair,properties/air_conditioning,properties/delivery,properties/capacity,properties/addr:full,properties/name:fr,properties/place,properties/smoking,properties/shop,properties/firearms,properties/kids_area,properties/panoramax:0,properties/panoramax:1,properties/panoramax:2,properties/panoramax:3,properties/panoramax:4,properties/payment:cards,properties/payment:cash,properties/payment:qr_code,properties/addr:district,properties/bar,properties/internet_access:ssid,properties/mobile,properties/payment:mastercard,properties/payment:neft,properties/payment:upi,properties/payment:visa,properties/payment:wire_transfer,properties/rooms,properties/source,properties/name:ca,properties/name:ko,properties/name:kn,properties/description,properties/name:de,properties/name:ar,properties/addr:hamlet,properties/contact:website,properties/phone_1,properties/access,properties/diet:gluten_free,properties/diet:lacto_vegetarian,properties/addr:neighbourhood,properties/branch,properties/contact:facebook,properties/diet:lactose_free,properties/image:menu,properties/image:menu:0,properties/image:menu:1,properties/image:menu:2,properties/image:menu:3,properties/image:menu:4,properties/image:menu:5,properties/image:menu:6,properties/image:menu:7,properties/payment:credit_cards,properties/payment:debit_cards,properties/toilets:fee,properties/toilets:level,properties/note,properties/name:ja,properties/drink:coffee,properties/drink:tea,properties/craft,properties/ref,properties/seats,properties/name:nl,properties/alcohol,properties/drink:beer,properties/drink:vodka,properties/drink:wine,properties/self_service,properties/drink:alcohol,properties/drink:sake,properties/toilets:gender_segregated,properties/toilets:panoramax,properties/toilets:position,properties/toilets:supervised,properties/addr:level,properties/toilets:panoramax:0,properties/name:he,properties/check_date:opening_hours,properties/contact:email,properties/contact:instagram,properties/drink:shake,properties/brand:wikipedia:pa,properties/image,properties/payment:diners_club,properties/payment:discover_card,properties/addr:subdistrict,properties/panoramax:5,properties/brewery,properties/changing_table,properties/diet:chicken,properties/diet:fish,properties/diet:halal,properties/diet:meat,properties/diet:non-vegetarian,properties/diet:omnivore,properties/diet:seafood,properties/highchair,properties/drink:hot_chocolate,properties/facebook,properties/opening_hours:covid19,properties/fixme,properties/payment:electronic_purses,properties/owner,properties/internet_access:type,properties/seafood:sales,properties/cafe,properties/drive_through,properties/is_in,properties/addr:floor,properties/addr:buildingname,properties/microbrewery,properties/opening_hours:kitchen,properties/diet:ovo_vegetarian,properties/name:ta,properties/addr:landmark,properties/addr:locality,properties/address,properties/diet:sugar_free,properties/dog,properties/toilets:hands_drying,properties/toilets:handwashing,properties/website:menu,properties/noname,properties/street_vendor,properties/baby_feeding,properties/contact:website:menu,properties/handwashing:soap,properties/strapline,properties/toilets:disposal,properties/toilets:paper_supplied,properties/location,properties/not:brand:wikidata,properties/nohousenumber
Feature,node/5218620423,restaurant,Indian Accent,Point,77.2379033,28.5917587,node/5218620423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5218620424,restaurant,fig & maple,Point,77.2418684,28.5333473,node/5218620424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5222845022,restaurant,What A Comic Show!,Point,77.2435444,28.5346937,node/5222845022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5223303426,cafe,angels in my kitchen,Point,77.2434993,28.5329797,node/5223303426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5224430124,cafe,Kunzum,Point,77.1943526,28.553552,node/5224430124,,,,,,,,,,,,https://kunzum.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5225150123,restaurant,Little Saigon,Point,77.2084764,28.551392,node/5225150123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5227841100,restaurant,Fast Trax,Point,77.2907555,28.6069705,node/5227841100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5227841223,cafe,Playing Cup Cafe,Point,77.2908063,28.6068044,node/5227841223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5227842552,restaurant,Subway,Point,77.2905963,28.6069381,node/5227842552,,,,,,,,,,,,,,Subway,Q244457,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,ਸਬਵੇਅ,سب وے,en:Subway (restaurant),ਸਬਵੇਅ,سب وے,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5234749222,restaurant,Getafix,Point,77.240823,28.5529818,node/5234749222,,,,,,,,,,,,,,,,,,no,yes,,,no,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5235659422,,OYO 7684 Hotel Repose Villa,Point,77.2115005,28.6434615,node/5235659422,,,hotel,,,,,,,,,,,OYO,Q24906315,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5236238312,restaurant,Sanjay Chur Chur Naan,Point,77.234189,28.5641526,node/5236238312,,संजय चूर चूर नान,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5236252843,restaurant,Moolchand Parantha,Point,77.2341903,28.5640022,node/5236252843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5236256974,cafe,Cafe Coffee Day,Point,77.2341609,28.5638612,node/5236256974,,,,,,,,,,,,,,Cafe Coffee Day,Q5017235,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5236259895,restaurant,Roll Corner,Point,77.2344541,28.5634458,node/5236259895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5236666021,restaurant,Napoli Pizza,Point,77.1970758,28.5464509,node/5236666021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5244293017,,Hotel Rockland,Point,77.2298224,28.5421256,node/5244293017,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5257509521,restaurant,Anna Maya,Point,77.1224691,28.5546855,node/5257509521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5257517721,cafe,Satguru’s tea stall,Point,77.2303091,28.6504719,node/5257517721,,,,,,,,110006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5258048045,,Hotel Hamilton Lodge,Point,77.2114329,28.5413446,node/5258048045,,,hotel,,,,,,,,,,,OYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5269340185,restaurant,Indian Curry,Point,77.2887478,28.6119427,node/5269340185,,,,,,,,,,,+91-99994-97326;+91-99994-97327;+91-011-6502-0332,,,,,Indian;Mughlai;Chinese,,,,,,,,,,,,,,,کاری هندی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5269850622,restaurant,,Point,77.2424491,28.5706695,node/5269850622,,,,,Kabul Delhi Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,مطعم الافغاني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5273128897,restaurant,Shanghai Kitchen,Point,77.2888106,28.6118764,node/5273128897,,,,,,,,,,,+91-99991-00369;+91-99991-00859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5277013023,,Hotel Moon Palace dx,Point,77.2132653,28.6417169,node/5277013023,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5297002821,restaurant,Masala House,Point,77.2410926,28.6026965,node/5297002821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5301853070,restaurant,Chawlas Food Express,Point,77.2872019,28.6117937,node/5301853070,,,,,,,,,,,+91-99116-68918;+91-99116-68918,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5306242322,,Shanti Palace,Point,77.1275375,28.5491265,node/5306242322,,,hotel,,,,,,,,,,,,,,,,,,,,,,,wlan,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5323174525,restaurant,,Point,77.213014,28.6408832,node/5323174525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5329504729,restaurant,Sagar Ratna,Point,77.2203937,28.6353922,node/5329504729,,सागर रत्ना,,,Sagar Ratna,,New Delhi,110001,,M/s Sagar Ratna Restaurants Pvt Ltd,+91 11 4737 7300,https://www.sagarratna.in,,Sagar Ratna,,indian,yes,no,yes,,,no,,,,no,08:00-23:00,,,,,,15,,,,,,K,,,,,,,,yes,,,,,,,0;1,1986,2025-12-18,,,,,,,,,,,,,0429c2c4-bab1-44a4-88bd-43afbcde61b9,,,yes,customers,no,yes,,,,,,no,,,,1fd58a46-2970-4414-b75c-954acc43cc66,aaca5a4b-377f-4651-bc28-12d3407a01c2,2b440358-fb82-4a12-bb6d-b7a3dbe3e0bc,,,,yes,,,no,,,,,yes,,,,survey,,,,,,,,,,,,,Connaught Place,Connaught Place,sagarratnaofficial,yes,d5c7fef7-7a20-4fee-92e2-b98c9c8bf758,d1e87968-6f95-4826-87a7-221a8199360b,3c754826-eb60-42b1-a0d8-67023b2329f4,91010955-0ee4-4ed5-a373-df46286f6d81,31813afa-4dbb-48eb-a5b0-64e602a9f843,7c962b49-4088-4b14-bd86-bcee4ea70d98,cd0420cc-d125-47ac-8bdb-3a6ee352b415,a18ef6e5-43ee-4b5b-bdf6-e2a35b11bbe1,da144236-2143-4bb6-979b-b2ecc69864b6,yes,yes,no,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5342570523,restaurant,Brij Hub,Point,77.1207824,28.7364236,node/5342570523,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5343112122,restaurant,Green Chick Chop,Point,77.129468,28.7370886,node/5343112122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5345531686,,The Janpath Hotel,Point,77.2184932,28.6217589,node/5345531686,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5348555758,,Hotel Vintage Inn,Point,77.2144552,28.6418295,node/5348555758,,,hotel,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5351085426,cafe,Honey n dough,Point,77.1970726,28.5464901,node/5351085426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5351323421,,International Inn,Point,77.1284921,28.549904,node/5351323421,,,hotel,,,,,,Highway No 8,,+919811388666,,,,,,,,,,,,,,,,,,,,,,A-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5371750021,restaurant,Qutab Restaurant,Point,77.1881657,28.5268034,node/5371750021,,,,,,,,,,,,,,,,noodles;indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5371750121,restaurant,Cafe Twist,Point,77.1818239,28.5222274,node/5371750121,,,,,,,,,,,,,,,,noodles;indian;pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5372987682,,Hotel South View,Point,77.2494125,28.5471742,node/5372987682,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5372989235,cafe,Crackpot Cafe,Point,77.2417664,28.5557969,node/5372989235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5372989290,,Shervani,Point,77.2496586,28.54661,node/5372989290,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5372994253,restaurant,Juggernaut,Point,77.2408823,28.552896,node/5372994253,,,,,,,New Delhi,110048,,,+91-7777-97-4444;+91-11-4131-9991;+91-11-4131-9992,https://juggernaut.online,,,,south_indian,only,,,,,no,,,,,Mo-Su 06:00-24:00,,,,,,16,Kailash Colony Market,,,,,HS,,,,,,,,,,,,,,,0;2;3,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5373001733,,The Muse,Point,77.2478958,28.5455235,node/5373001733,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/5374946041,cafe,SOS Cafe,Point,77.175334,28.5559586,node/5374946041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
