type,properties/@id,properties/amenity,properties/name,properties/source,geometry/type,geometry/coordinates/0,geometry/coordinates/1,id,properties/tourism,properties/opening_hours,properties/stars,properties/AND_a_nosr_p,properties/website,properties/fixme,properties/created_by,properties/check_date,properties/addr:city,properties/addr:postcode,properties/addr:street,properties/cuisine,properties/phone,properties/name:en,properties/name:es,properties/name:pt,properties/brand,properties/brand:wikidata,properties/takeaway,properties/historic,properties/wikidata,properties/wikimedia_commons,properties/wikipedia,properties/place,properties/panoramax,properties/addr:housename,properties/smoking,properties/addr:housenumber,properties/url,properties/addr:district,properties/diet:healthy,properties/addr:country,properties/addr:place,properties/contact:email,properties/phone2,properties/diet:vegetarian,properties/outdoor_seating,properties/brand:wikipedia,properties/contact:instagram,properties/note,properties/alt_name,properties/internet_access,properties/wifi,properties/toilets:wheelchair,properties/wheelchair,properties/drive_in,properties/delivery,properties/air_conditioning,properties/indoor_seating,properties/internet_access:fee,properties/level,properties/service:electricity,properties/diet:lacto_vegetarian,properties/name:hi,properties/name:ma,properties/addr:suburb,properties/changing_table,properties/toilets:access,properties/operator,properties/diet:non-vegetarian,properties/brand:pa,properties/brand:ur,properties/name:pa,properties/name:ur,properties/official_name,properties/official_name:pa,properties/official_name:ur,properties/denomination,properties/religion,properties/start_date,properties/brand:ks,properties/name:ks,properties/capacity,properties/opening_hours:covid19,properties/check_date:opening_hours,properties/building,properties/addr:state,properties/entrance,properties/contact:phone,properties/bar,properties/description,properties/branch,properties/email,properties/panoramax:0,properties/panoramax:1,properties/panoramax:2,properties/payment:cards,properties/payment:cash,properties/payment:qr_code,properties/old_name,properties/reservation,properties/access,properties/amenity_1,properties/shop,properties/name:ru,properties/name:gu,properties/toilets,properties/contact:facebook,properties/contact:tripadvisor,properties/contact:twitter,properties/contact:website,properties/diet:meat,properties/beds,properties/rooms,properties/name:mr,properties/self_service,properties/name:fr,properties/diet:vegan,properties/payment:credit_cards,properties/payment:debit_cards,properties/power_supply,properties/website:menu,properties/name:ar,properties/name:km,properties/addr:unit,properties/name:ml,properties/contact:mobile,properties/mobile,properties/diet:chicken,properties/diet:seafood,properties/seats,properties/tables,properties/name:nl,properties/diet:jain,properties/diet:gluten_free,properties/food,properties/brewery,properties/fax,properties/internet_access:ssid,properties/payment:mastercard,properties/diet:jain_vegetarian,properties/currency:BCH,properties/operator:hi,properties/diet:halal,properties/addr:neighbourhood,properties/contact:website:menu,properties/price,properties/payment:google_pay,properties/private,properties/diet:lactose_free,properties/image:menu,properties/image:menu:0,properties/image:menu:1,properties/image:menu:2,properties/image:menu:3,properties/image:menu:4,properties/image:menu:5,properties/image:menu:6,properties/opening_hours:signed,properties/payment:upi,properties/theme,properties/timing,properties/addr:full,properties/addr:subdistrict,properties/drive_through,properties/handwashing:soap,properties/highchair,properties/payment:app,properties/payment:cheque,properties/payment:coins,properties/payment:contactless,properties/payment:visa,properties/payment:visa_debit,properties/toilets:disposal,properties/toilets:fee,properties/toilets:gender_segregated,properties/toilets:hands_drying,properties/toilets:handwashing,properties/toilets:paper_supplied,properties/toilets:position,properties/diet:local,properties/currency:XBT,properties/payment:lightning,properties/payment:lightning_contactless,properties/payment:onchain,properties/survey:date,properties/loc_name,properties/diet:organic,properties/parking,properties/taxi,properties/microbrewery,properties/baby_feeding,properties/opening_hours:kitchen,properties/addr:floor,properties/diet:fish,properties/check_date:currency:XBT,properties/brand:website,properties/reusable_packaging:accept,properties/indoor,properties/diet:non-halal,properties/diet:sugar_free,properties/cafe
Feature,node/3202768659,cafe,mahatma nagar,,Point,72.9018073,19.0644019,node/3202768659,,,,,,,,,Mumbai,400089,P.L. Lokhande Marg,regional,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3204202841,cafe,mahul,,Point,72.9348364,19.0295407,node/3204202841,,,,,,,,,mumbai,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3204208838,restaurant,amina hotel,,Point,72.9208376,19.0676101,node/3204208838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3204284269,cafe,Traveler's Coffee,,Point,72.8436247,18.9462778,node/3204284269,,,,,,,,,MUMBAI,400088,,coffee_shop,,,,,,,,,,,,,,,no,B.P.T GOVANDI,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3204438064,cafe,drfg,,Point,72.9221477,19.048368,node/3204438064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3204439189,restaurant,iqbal azmi,,Point,72.9187511,19.0636832,node/3204439189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3204476109,restaurant,Domino's,,Point,72.8932735,19.0542862,node/3204476109,,Mo-Su 09:00-21:00,,,,,,,mumbai,400071,V N Purav Marg,pizza,,,,,Domino's,Q839466,,,,,,,,,,,,,,,,,,,,en:Domino's Pizza,,,,,,,,,,,,,,,,,,,,,,,ਡੋਮੀਨੋਜ਼,ڈومینوز,ਡੋਮੀਨੋਜ਼,ڈومینوز,,,,,,,ڈومینوز,ڈومینوز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3204495277,restaurant,lucky restaurant,,Point,72.9067792,19.0612649,node/3204495277,,,,,,,,,MUMBAI,400089,P.L. Lokhande Marg,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3204516266,cafe,karan cafe,,Point,72.9164383,19.0420352,node/3204516266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3204517061,restaurant,Sadguru,,Point,72.9059636,19.068838,node/3204517061,,,,,,,,,Mumbai,400089,,indian,,,,,,,,,,,,,,,,"Molax Bhavan, Chheda Nagar, Chembur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3204881746,cafe,Ganesh Tea Center,,Point,72.9105858,19.0603312,node/3204881746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3205771060,restaurant,Abhinandan,,Point,72.9151919,19.0961478,node/3205771060,,,,,,,,,,,,indian;chinese,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3205798464,cafe,chanda cafe shop,,Point,72.8360059,18.9532967,node/3205798464,,,,,,"Survey opening and closing time, was ""12"".",,,chembur,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3205968767,cafe,ccd,,Point,72.9040535,19.0633635,node/3205968767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3205970175,restaurant,Saidip restarant & Bar,,Point,72.9269816,19.0492313,node/3205970175,,,,,,,,,mumbai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3206040351,,new delhi,,Point,72.9288123,19.0624996,node/3206040351,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3206047095,cafe,nagore,,Point,72.924604,19.0665095,node/3206047095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3206047096,restaurant,ram class,,Point,72.9170082,19.0637195,node/3206047096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3206255569,restaurant,hotel,,Point,72.929413,19.0650055,node/3206255569,,,,,,,,,mumbai,400043,90 feet road,,,,,,,,,,,,,,,,no,road no12 plot no41 azad nagar shivaji nagar baiganwadi mumbai 400043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3207654838,restaurant,Amber,,Point,72.8448243,19.0557033,node/3207654838,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3213755719,cafe,Ram cafe,,Point,72.9104239,19.0666508,node/3213755719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3213757497,restaurant,sundar niwas,,Point,72.9357713,19.044603,node/3213757497,,,,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3213759879,restaurant,jyoti restaurant,,Point,72.911585,19.0600003,node/3213759879,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3213766641,cafe,ccd,,Point,72.9600621,19.1688674,node/3213766641,,5 mintues from mulund east,,,,,,,mumbai,400081,Navghar Marg,regional,,,,,,,,,,,,,,,outside,"navghar road,beside campus hotel",,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3213866933,restaurant,vadhavi resturant,,Point,72.918976,19.0485285,node/3213866933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3214503592,cafe,Barista,,Point,72.9007969,19.0518758,node/3214503592,,,,,https://www.barista.co.in/,,,,"Chembur, Mumbai",400071,V N Purav Marg,coffee_shop,,,,,Barista,Q644735,yes,,,,,,,,outside,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3216970890,restaurant,Shiv Sagar,,Point,72.8737316,19.0993472,node/3216970890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3216971090,,Sun Star Residency,,Point,72.8347815,18.9367764,node/3216971090,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3216971091,cafe,Cafe Coffee Day,,Point,72.8737906,19.0993371,node/3216971091,,,,,,,,,,,,coffee_shop,,,,,Cafe Coffee Day,Q5017235,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3217533161,cafe,Cafe Faizal,,Point,72.918479,19.0629897,node/3217533161,,,,,,,,,mumbai,400043,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3221689756,restaurant,Pebbles,,Point,72.8319318,19.1406806,node/3221689756,,,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3221694302,restaurant,Kailash Parbat,,Point,72.831892,19.140888,node/3221694302,,,,,,,,,Mumbai,400053,"New Link Road, Andheri West",indian,,,,,,,,,,,,,,Crystal Plaza,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3224720360,restaurant,Vishva Bharti Pure Veg Restaurant,,Point,72.9560294,19.1723812,node/3224720360,,,,,,,,,Mulund (West),400080,Mahatma Gandhi Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3226297459,restaurant,Campus Hotel,,Point,72.96102,19.1681057,node/3226297459,,,,,,,,,Mulund (East),400081,V B Phadke Marg,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3226348962,restaurant,Prashant Hotel,,Point,72.9580365,19.1714989,node/3226348962,,,,,,,,,Mulund (East),400081,Lokmanya Tilak Road,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3229085249,cafe,,,Point,72.833002,18.9303365,node/3229085249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3229419686,,Hotel Manama,,Point,72.8384104,18.9394214,node/3229419686,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3229585387,restaurant,Ruchi Hotel,,Point,72.9590081,19.1706547,node/3229585387,,,,,,,,,Mulund (East),400081,Lokmanya Tilak Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3231190599,cafe,Cafe Coffee Day,,Point,72.9609744,19.1679943,node/3231190599,,,,,,,,,Mulund (East),400081,V B Phadke Marg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3235946452,cafe,Cafe Coffee Day,,Point,72.9526981,19.1766217,node/3235946452,,,,,,,,,Mulund (West),400080,Purushottam Kheraj Road,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3256378819,restaurant,,,Point,72.9580248,19.1748961,node/3256378819,,,,,,,,,,,,,,Shubham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3257869203,,hotel Shamlat,,Point,72.8398298,19.0702445,node/3257869203,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3257870640,restaurant,Vrindavan,,Point,72.8394827,19.0691603,node/3257870640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3257870661,restaurant,beer bar and restaurant,,Point,72.8286006,18.9432705,node/3257870661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3286301962,,Al-Moazin,,Point,72.8363847,18.9550484,node/3286301962,hotel,,,,,,,,,,Mohammed Ali Road,,23478310/23475922,,,,,,,,,,,,,,,17/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3289533443,restaurant,Sahara,,Point,72.8799871,19.0796355,node/3289533443,,,,,,,,,,,,regional,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3289533448,restaurant,Skyway,,Point,72.8812014,19.0805957,node/3289533448,,,,,,,,,,,,regional,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/3289549971,,Hotel Kamaran residency,,Point,72.8790334,19.0776977,node/3289549971,hotel,24-Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
